,,,,,Ryan Gosling,Camping sauvage 
,,,,,Denis Lavant,Without Men 
,,,,,Maria Conchita Alonso,Barfi 
,,,,,Bhama,Dear Frankie 
,,,,,Gerard Butler,All Hat 
,,,,,Keith Carradine,The Names of Love 
,,,,,Sara Forestier,Treading Water 
,,,,,Zoë Kravitz,Savage Grace 
,,,,,Eddie Redmayne,Out of the Blue 
,,,,,William Kircher,Police Academy 
,,,,,Steve Guttenberg,The Blue Lagoon 
,,,,,Brooke Shields,Four Weddings and a Funeral 
,,,,,Kristin Scott Thomas,Fast Times at Ridgemont High 
,,,,,Jennifer Jason Leigh,Moby Dick 
,,,,,Royal Dano,25th Hour 
,,,,,Philip Seymour Hoffman,Secrets and Lies             
,,,,,Dan Fogler,Bound 
,,,,,Christopher Meloni,Requiem for a Dream 
,,,,,Ellen Burstyn,State Fair 
,,,,,Dana Andrews,Tango 
,,,,,Mía Maestro,Salvador 
,,,,,Jim Belushi,Moms' Night Out 
,,,,,Alex Kendrick,Donnie Darko 
,,,,,Jake Gyllenhaal,Saving Private Perez 
,,,,,Jaime Camil,Character 
,,,,,Jan Decleir,Spun 
,,,,,Patrick Fugit,Life During Wartime 
,,,,,Rich Pecci,Lady Vengeance 
,,,,,Min-sik Choi,Mozart's Sister 
,,,,,Nicolas Giraud,Mean Machine 
,,,,,Jason Statham,Exiled 
,,,,,Simon Yam,Blackthorn 
,,,,,Sam Shepard,Lilya 4-Ever 
,,,,,Oksana Akinshina,After.Life 
,,,,,Liam Neeson,Fugly 
,,,,,Jimmy Shergill,One Flew Over the Cuckoo's Nest 
,,,,,Scatman Crothers,R.L. Stine's Monsterville: The Cabinet of Souls 
,,,,,Katherine McNamara,Silent Movie 
,,,,,Sid Caesar,Airlift 
,,,,,Nimrat Kaur,Anne of Green Gables             
,,,,,Zack Ward,Falcon Rising 
,,,,,Michael Jai White,The Sweeney 
,,,,,Hayley Atwell,Sexy Beast 
,,,,,Ray Winstone,Easy Money 
,,,,,Fabian Bolin,Whale Rider 
,,,,,Keisha Castle-Hughes,Paa 
,,,,,Vidya Balan,Cargo 
,,,,,Yangzom Brauen,Pan 
,,,,,Hugh Jackman,High School Musical 
,,,,,Lucas Grabeel,Animal Kingdom             
,,,,,Dorian Missick,Love and Death on Long Island 
,,,,,Jason Priestley,Night Watch 
,,,,,Konstantin Khabenskiy,The Crying Game 
,,,,,Jim Broadbent,Porky's 
,,,,,Art Hindle,Survival of the Dead 
,,,,,Julian Richings,Night of the Living Dead 
,,,,,Judith O'Dea,Lost in Translation 
,,,,,Scarlett Johansson,Annie Hall 
,,,,,Woody Allen,The Greatest Show on Earth 
,,,,,Gloria Grahame,Exodus: Gods and Kings 
,,,,,Christian Bale,Monster's Ball 
,,,,,Heath Ledger,Maggie 
,,,,,Joely Richardson,Leaving Las Vegas 
,,,,,Nicolas Cage,Hansel & Gretel Get Baked 
,,,,,Molly C. Quinn,The Return of the Living Dead 
,,,,,Linnea Quigley,The Front Page 
,,,,,Austin Pendleton,The Boy Next Door 
,,,,,Ryan Guzman,Trapeze 
,,,,,Gina Lollobrigida,Saving Grace             
,,,,,Holly Hunter,The Kids Are All Right 
,,,,,Josh Hutcherson,They Live 
,,,,,Meg Foster,The Great Escape 
,,,,,James Coburn,What the #$*! Do We (K)now!? 
,,,,,Marlee Matlin,The Last Exorcism Part II 
,,,,,Muse Watson,Boyhood 
,,,,,Ellar Coltrane,Scoop 
,,,,,Scarlett Johansson,Planet of the Apes 
,,,,,Cary-Hiroyuki Tagawa,The Wash 
,,,,,Angell Conwell,3 Strikes 
,,,,,Mo'Nique,The Cooler 
,,,,,Estella Warren,The Misfits 
,,,,,Montgomery Clift,The Night Listener 
,,,,,Robin Williams,The Jerky Boys 
,,,,,Vincent Pastore,My Soul to Take 
,,,,,Frank Grillo,The Orphanage 
,,,,,Geraldine Chaplin,A Haunted House 2 
,,,,,Ashley Rickards,The Rules of Attraction 
,,,,,Ian Somerhalder,Topaz 
,,,,,Roscoe Lee Browne,Let's Go to Prison 
,,,,,Dylan Baker,Four Rooms 
,,,,,Salma Hayek,Secretary 
,,,,,Jeremy Davies,The Real Cancun 
,,,,,Laura Ramsey,Talk Radio 
,,,,,Michael Wincott,Waiting for Guffman 
,,,,,Catherine O'Hara,Love Stinks 
,,,,,Ivana Milicevic,You Kill Me 
,,,,,Philip Baker Hall,Thumbsucker 
,,,,,Kelli Garner,Red State 
,,,,,Anna Gunn,Mirrormask 
,,,,,Stephanie Leonidas,Samsara 
,,,,,Collin Alfredo St. Dic,The Barbarians 
,,,,,Michael Berryman,The Art of Getting By 
,,,,,Michael Angarano,Zipper 
,,,,,Ray Winstone,Poolhall Junkies 
,,,,,Chazz Palminteri,The Loss of Sexual Innocence 
,,,,,Kelly Macdonald,Holy Motors 
,,,,,Kylie Minogue,Joe 
,,,,,Nicolas Cage,Shooting Fish 
,,,,,Peter McNamara,Prison 
,,,,,Viggo Mortensen,Psycho Beach Party 
,,,,,Lauren Ambrose,The Big Tease 
,,,,,Craig Ferguson,"Buen Día, Ramón "
,,,,,Hector Kotsifakis,Trust 
,,,,,Noah Emmerich,An Everlasting Piece 
,,,,,Anna Friel,Among Giants 
,,,,,Rachel Griffiths,Adore 
,,,,,Robin Wright,The Velocity of Gary 
,,,,,Salma Hayek,Mondays in the Sun 
,,,,,Luis Tosar,Stake Land 
,,,,,Connor Paolo,Sonny with a Chance             
,,,,,Doug Brochu,The Last Time I Committed Suicide 
,,,,,Keanu Reeves,Futuro Beach 
,,,,,Wagner Moura,Another Happy Day 
,,,,,George Kennedy,A Lonely Place to Die 
,,,,,Ed Speleers,Nothing 
,,,,,David Hewlett,The Geographer Drank His Globe Away 
,,,,,Konstantin Khabenskiy,1776 
,,,,,Blythe Danner,Inescapable 
,,,,,Saad Siddiqui,Hell's Angels 
,,,,,Jean Harlow,Purple Violets 
,,,,,Debra Messing,The Veil 
,,,,,Lily Rabe,The Loved Ones 
,,,,,Robin McLeavy,No Vacancy 
,,,,,Kristen Quintrall,How to Fall in Love 
,,,,,Eric Mabius,The Perfect Wave 
,,,,,Rachel Hendrix,Ben-Hur 
,,,,,Morgan Freeman,A Man for All Seasons 
,,,,,Robert Shaw,Network 
,,,,,Robert Duvall,Gone with the Wind 
,,,,,Hattie McDaniel,Desert Dancer 
,,,,,Tom Cullen,Major Dundee 
,,,,,James Coburn,Down for Life 
,,,,,Snoop Dogg,Annie Get Your Gun 
,,,,,Keenan Wynn,Four Lions 
,,,,,Kayvan Novak,House of Sand 
,,,,,Fernanda Montenegro,Defendor 
,,,,,Michael Kelly,The Pirate 
,,,,,Gladys Cooper,The Good Heart 
,,,,,Alice Olivia Clarke,The History Boys 
,,,,,Dominic Cooper,Unknown 
,,,,,Liam Neeson,M*A*S*H             
,,,,,David Ogden Stiers,Midnight Cowboy 
,,,,,Brenda Vaccaro,The Full Monty 
,,,,,Tom Wilkinson,Airplane! 
,,,,,Peter Graves,Chain of Command 
,,,,,Michael Jai White,Friday 
,,,,,Nia Long,Menace II Society 
,,,,,Jada Pinkett Smith,Empire             
,,,,,Ta'Rhonda Jones,Creepshow 2 
,,,,,George Kennedy,The Ballad of Cable Hogue 
,,,,,Slim Pickens,In Cold Blood 
,,,,,John Forsythe,The Nun's Story 
,,,,,Colleen Dewhurst,Harper 
,,,,,Janet Leigh,Frenzy 
,,,,,Bernard Cribbins,The Witch 
,,,,,Julian Richings,I Got the Hook Up 
,,,,,Joe Estevez,She's the One 
,,,,,John Mahoney,Gods and Monsters 
,,,,,Brendan Fraser,The Secret in Their Eyes 
,,,,,Ricardo Darín,Day of the Dead 
,,,,,Greg Nicotero,Train 
,,,,,Gideon Emery,Evil Dead II 
,,,,,Ted Raimi,Pootie Tang 
,,,,,Wanda Sykes,Sharknado 
,,,,,Ian Ziering,La otra conquista 
,,,,,Elpidia Carrillo,Trollhunter 
,,,,,Otto Jespersen,Ira & Abby 
,,,,,Frances Conroy,The Watch 
,,,,,Will Forte,Winter Passing 
,,,,,Zooey Deschanel,D.E.B.S. 
,,,,,Jordana Brewster,The Masked Saint 
,,,,,Diahann Carroll,The Betrayed 
,,,,,Alice Krige,Taxman 
,,,,,Fisher Stevens,The Secret             
,,,,,James Nesbitt,2:13 
,,,,,Teri Polo,"Batman: The Dark Knight Returns, Part 2 "
,,,,,Michael Emerson,Time to Choose 
,,,,,Jane Goodall,In the Name of the King: The Last Job 
,,,,,Bashar Rahal,Wicked Blood 
,,,,,Alexa PenaVega,Dawn Patrol 
,,,,,Chris Brochu,Lords of London 
,,,,,Ray Winstone,High Anxiety 
,,,,,Madeline Kahn,March of the Penguins 
,,,,,Morgan Freeman,Margin Call 
,,,,,Kevin Spacey,August 
,,,,,Murray Bartlett,Choke 
,,,,,Anjelica Huston,Whiplash 
,,,,,J.K. Simmons,City of God 
,,,,,Alice Braga,Human Traffic 
,,,,,Danny Dyer,Day One 
,,,,,Corbin Bleu,The Dead Girl 
,,,,,James Franco,The Hunt 
,,,,,Thomas Bo Larsen,A Christmas Story 
,,,,,Zack Ward,Bella 
,,,,,Armando Riesco,Class of 1984 
,,,,,Roddy McDowall,The Opposite Sex 
,,,,,Geoff Stults,Dreaming of Joseph Lees 
,,,,,Samantha Morton,The Class 
,,,,,François Bégaudeau,Rosemary's Baby 
,,,,,John Cassavetes,The Man Who Shot Liberty Valance 
,,,,,Lee Marvin,Adam 
,,,,,Peter Gallagher,Maria Full of Grace 
,,,,,Catalina Sandino Moreno,Beginners 
,,,,,Goran Visnjic,Feast 
,,,,,Krista Allen,Animal House 
,,,,,John Belushi,Goldfinger 
,,,,,Honor Blackman,Antiviral 
,,,,,Sarah Gadon,It's a Wonderful Life 
,,,,,Donna Reed,Trainspotting 
,,,,,Kelly Macdonald,The Original Kings of Comedy 
,,,,,Bernie Mac,Paranormal Activity 2 
,,,,,Sprague Grayden,Waking Ned Devine 
,,,,,James Nesbitt,Bowling for Columbine 
,,,,,Michael Moore,Coming Home 
,,,,,Li Gong,A Nightmare on Elm Street 2: Freddy's Revenge 
,,,,,Clu Gulager,A Room with a View 
,,,,,Julian Sands,The Purge 
,,,,,Rhys Wakefield,Sinister 
,,,,,Danielle Kotch,Martin Lawrence Live: Runteldat 
,,,,,Nancy O'Dell,Cat on a Hot Tin Roof 
,,,,,Burl Ives,Beneath the Planet of the Apes 
,,,,,Linda Harrison,Air Bud 
,,,,,Kevin Zegers,Pokémon 3: The Movie 
,,,,,Veronica Taylor,Jason Lives: Friday the 13th Part VI 
,,,,,Tony Goldwyn,The Bridge on the River Kwai 
,,,,,William Holden,Spaced Invaders 
,,,,,Ariana Richards,Family Plot 
,,,,,Ed Lauter,The Apartment 
,,,,,Fred MacMurray,Jason Goes to Hell: The Final Friday 
,,,,,Kane Hodder,Torn Curtain 
,,,,,Tamara Toumanova,Dave Chappelle's Block Party 
,,,,,Common,Slow West 
,,,,,Michael Fassbender,Krush Groove 
,,,,,Blair Underwood,Next Day Air 
,,,,,Omari Hardwick,Elmer Gantry 
,,,,,Shirley Jones,Judgment at Nuremberg 
,,,,,Maximilian Schell,Trippin' 
,,,,,Donald Faison,Robot Chicken             
,,,,,Matthew Senreich,Red River 
,,,,,Montgomery Clift,Phat Girlz 
,,,,,Mo'Nique,Before Midnight 
,,,,,Seamus Davey-Fitzpatrick,Teen Wolf Too 
,,,,,John Astin,Phantasm II 
,,,,,Angus Scrimm,Woman Thou Art Loosed 
,,,,,Loretta Devine,Real Women Have Curves 
,,,,,America Ferrera,Deadline Gallipoli             
,,,,,Rachel Griffiths,Water 
,,,,,John Abraham,East Is East 
,,,,,Archie Panjabi,Whipped 
,,,,,Callie Thorne,Kama Sutra: A Tale of Love 
,,,,,Indira Varma,Please Give 
,,,,,Oliver Platt,Willy Wonka & the Chocolate Factory 
,,,,,Peter Ostrum,Warlock: The Armageddon 
,,,,,Julian Sands,8 Heads in a Duffel Bag 
,,,,,Kristy Swanson,Days of Heaven 
,,,,,Sam Shepard,Thirteen Conversations About One Thing 
,,,,,Matthew McConaughey,Jawbreaker 
,,,,,Julie Benz,Basquiat 
,,,,,Gary Oldman,Frances Ha 
,,,,,Greta Gerwig,Tsotsi 
,,,,,Terry Pheto,Happiness 
,,,,,Philip Seymour Hoffman,DysFunktional Family 
,,,,,Eddie Griffin,Tusk 
,,,,,Johnny Depp,Oldboy 
,,,,,Min-sik Choi,Letters to God 
,,,,,Robyn Lively,Hobo with a Shotgun 
,,,,,Gregory Smith,Compadres 
,,,,,Kevin Pollak,Freeway 
,,,,,Bokeem Woodbine,Love's Abiding Joy 
,,,,,William Morgan Sheppard,Fish Tank 
,,,,,Michael Fassbender,Damsels in Distress 
,,,,,Greta Gerwig,Creature             
,,,,,Craig T. Nelson,Bachelorette 
,,,,,Kirsten Dunst,BrainDead             
,,,,,Danny Pino,Brave New Girl 
,,,,,Virginia Madsen,Tim and Eric's Billion Dollar Movie 
,,,,,Michael Gross,The Gambler 
,,,,,George Kennedy,The Grand             
,,,,,Susan Hampshire,Summer Storm 
,,,,,Alicja Bachleda,Fort McCoy 
,,,,,Johnny Pacar,Chain Letter 
,,,,,Matt Cohen,Just Looking 
,,,,,Gretchen Mol,The Divide 
,,,,,Michael Biehn,The Eclipse 
,,,,,Aidan Quinn,Demonic 
,,,,,Frank Grillo,My Big Fat Independent Movie 
,,,,,Neil Hopkins,Alice in Wonderland 
,,,,,Johnny Depp,The Deported 
,,,,,Taylor Negron,Tanner Hall 
,,,,,Tom Everett Scott,Open Road 
,,,,,John Savage,They Came Together 
,,,,,Christopher Meloni,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo 
,,,,,French Stewart,Never Back Down 2: The Beatdown 
,,,,,Michael Jai White,Point Blank 
,,,,,Lee Marvin,Four Single Fathers 
,,,,,Stephanie Szostak,Enter the Dangerous Mind 
,,,,,Noel Gugliemi,Something Wicked 
,,,,,Julian Morris,AWOL-72 
,,,,,Bokeem Woodbine,Iguana 
,,,,,Everett McGill,Cinderella 
,,,,,Hayley Atwell,Chicago Overcoat 
,,,,,Mike Starr,Barry Munday 
,,,,,Judy Greer,Central Station 
,,,,,Fernanda Montenegro,Pocketful of Miracles 
,,,,,Ann-Margret,Close Range 
,,,,,Anthony L. Fernandez,Boynton Beach Club 
,,,,,Dyan Cannon,Amnesiac 
,,,,,Olivia Rose Keegan,Freakonomics 
,,,,,Greg Crowe,The Omen 
,,,,,Lee Remick,High Tension 
,,,,,Cécile De France,Griff the Invisible 
,,,,,Maeve Dermody,Unnatural 
,,,,,Q'orianka Kilcher,Hustle & Flow 
,,,,,Isaac Hayes,Some Like It Hot 
,,,,,Nehemiah Persoff,Friday the 13th Part VII: The New Blood 
,,,,,Kane Hodder,The Wizard of Oz 
,,,,,Margaret Hamilton,Young Frankenstein 
,,,,,Madeline Kahn,Diary of the Dead 
,,,,,Megan Park,Lage Raho Munna Bhai 
,,,,,Vidya Balan,Ulee's Gold 
,,,,,Peter Fonda,The Black Stallion 
,,,,,Teri Garr,Sardaar Ji 
,,,,,Bhavkhandan Singh Rakhra,Journey to Saturn 
,,,,,Iben Hjejle,Donovan's Reef 
,,,,,Lee Marvin,The Dress 
,,,,,Rijk de Gooyer,A Guy Named Joe 
,,,,,Spencer Tracy,Blazing Saddles 
,,,,,Madeline Kahn,Friday the 13th: The Final Chapter 
,,,,,Judie Aronson,Ida 
,,,,,Joanna Kulig,Maurice 
,,,,,Rupert Graves,Beer League 
,,,,,Joe Lo Truglio,The Astronaut's Wife 
,,,,,Johnny Depp,Riding Giants 
,,,,,Gerry Lopez,Timecrimes 
,,,,,Karra Elejalde,Silver Medallist 
,,,,,Jack Kao,Timber Falls 
,,,,,Brianna Brown,Singin' in the Rain 
,,,,,Rita Moreno,"Fat, Sick & Nearly Dead "
,,,,,Joe Cross,A Haunted House 
,,,,,Essence Atkins,2016: Obama's America 
,,,,,Barack Obama,Halloween II 
,,,,,Scout Taylor-Compton,That Thing You Do! 
,,,,,Tom Hanks,Halloween III: Season of the Witch 
,,,,,Tom Atkins,Escape from the Planet of the Apes 
,,,,,Roddy McDowall,Hud 
,,,,,Patricia Neal,Kevin Hart: Let Me Explain 
,,,,,David Jason Perez,My Own Private Idaho 
,,,,,Keanu Reeves,Garden State 
,,,,,Armando Riesco,Before Sunrise 
,,,,,Hanno Pöschl,Sur le seuil 
,,,,,Patrick Huard,Jesus' Son 
,,,,,Billy Crudup,Saving Face 
,,,,,Joan Chen,Brick Lane 
,,,,,Satish Kaushik,Robot & Frank 
,,,,,Frank Langella,My Life Without Me 
,,,,,Sarah Polley,The Spectacular Now 
,,,,,Shailene Woodley,Marilyn Hotchkiss' Ballroom Dancing and Charm School 
,,,,,William Hurt,Religulous 
,,,,,Bill Maher,Fuel 
,,,,,Larry David,Valley of the Heart's Delight 
,,,,,Bruce McGill,Dodgeball: A True Underdog Story 
,,,,,Gary Cole,Eye of the Dolphin 
,,,,,Katharine Ross,8: The Mormon Proposition 
,,,,,Dustin Lance Black,The Other End of the Line 
,,,,,Larry Miller,Anatomy 
,,,,,Benno Fürmann,Sleep Dealer 
,,,,,Leonor Varela,Super 
,,,,,Linda Cardellini,Christmas Mail 
,,,,,Ashley Scott,Stung 
,,,,,Clifton Collins Jr.,Antibirth 
,,,,,Natasha Lyonne,Get on the Bus 
,,,,,Bernie Mac,Thr3e 
,,,,,Marc Blucas,Idiocracy 
,,,,,Anthony 'Citric' Campos,The Rise of the Krays 
,,,,,Simon Merrells,This Is England 
,,,,,Stephen Graham,Alien Uprising 
,,,,,Julian Glover,Bathing Beauty 
,,,,,Esther Williams,Go for It! 
,,,,,Jossara Jinaro,"Dancer, Texas Pop. 81 "
,,,,,Ethan Embry,Show Boat 
,,,,,Agnes Moorehead,Redemption Road 
,,,,,Tom Skerritt,The Calling 
,,,,,Topher Grace,The Brave Little Toaster 
,,,,,Jon Lovitz,Fantasia 
,,,,,Leopold Stokowski,The French Connection 
,,,,,Roy Scheider,8 Days 
,,,,,Nicole Smolen,Friday the 13th Part III 
,,,,,Richard Brooker,Friday the 13th: A New Beginning 
,,,,,Tiffany Helm,The Last Sin Eater 
,,,,,Henry Thomas,Do You Believe? 
,,,,,Alexa PenaVega,Impact Point 
,,,,,Brian Austin Green,The Valley of Decision 
,,,,,Jessica Tandy,Eden 
,,,,,Jessica Lowndes,Chicken Tikka Masala 
,,,,,Saeed Jaffrey,Always Woodstock 
,,,,,Ryan Guzman,Jack Brooks: Monster Slayer 
,,,,,Rachel Skarsten,The Best Years of Our Lives 
,,,,,Myrna Loy,Bully 
,,,,,Kelli Garner,Elling 
,,,,,Jørgen Langhelle,Mi America 
,,,,,Michael Derek,[Rec] 
,,,,,Manuela Velasco,Lies in Plain Sight 
,,,,,Rosie Perez,Sharkskin 
,,,,,Travis Myers,Containment 
,,,,,Walter Hendrix III,The Timber 
,,,,,James Ransone,From Russia with Love 
,,,,,Robert Shaw,The Toxic Avenger Part II 
,,,,,Phoebe Legere,In the Heat of the Night             
,,,,,Carroll O'Connor,Sleeper 
,,,,,Woody Allen,It Follows 
,,,,,Maika Monroe,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask 
,,,,,Woody Allen,To Kill a Mockingbird 
,,,,,Robert Duvall,Mad Max 2: The Road Warrior 
,,,,,Vernon Wells,The Legend of Drunken Master 
,,,,,Andy Lau,Lolita 
,,,,,James Mason,Boys Don't Cry 
,,,,,Alicia Goranson,Silent House 
,,,,,Eric Sheffer Stevens,The Lives of Others 
,,,,,Sebastian Koch,Courageous 
,,,,,Ben Davies,The Hustler 
,,,,,George C. Scott,Boom Town 
,,,,,Hedy Lamarr,The Triplets of Belleville 
,,,,,Michel Robin,Smoke Signals 
,,,,,Michael Greyeyes,American Splendor 
,,,,,Josh Hutcherson,Before Sunset 
,,,,,Vernon Dobtcheff,Amores Perros 
,,,,,Adriana Barraza,Thirteen 
,,,,,Holly Hunter,Gentleman's Agreement 
,,,,,Dean Stockwell,Winter's Bone 
,,,,,Jennifer Lawrence,Touching the Void 
,,,,,Nicholas Aaron,Alexander's Ragtime Band 
,,,,,Tyrone Power,Me and You and Everyone We Know 
,,,,,Najarra Townsend,Inside Job 
,,,,,Matt Damon,We Are Your Friends 
,,,,,Vanessa Lengies,Ghost Dog: The Way of the Samurai 
,,,,,Henry Silva,Harsh Times 
,,,,,J.K. Simmons,Captive 
,,,,,David Oyelowo,Full Frontal 
,,,,,Julia Roberts,Witchboard 
,,,,,Kathleen Wilhoite,Strangers with Candy             
,,,,,Stephen Colbert,Hamlet 
,,,,,Julie Christie,Shortbus 
,,,,,Sook-Yin Lee,Waltz with Bashir 
,,,,,Ari Folman,"The Book of Mormon Movie, Volume 1: The Journey "
,,,,,Noah Danby,No End in Sight 
,,,,,Campbell Scott,The Diary of a Teenage Girl 
,,,,,Alexander Skarsgård,Get Real             
,,,,,Anne Hathaway,In the Shadow of the Moon 
,,,,,John F. Kennedy,Meek's Cutoff 
,,,,,Bruce Greenwood,Inside Deep Throat 
,,,,,Hugh M. Hefner,Dinner Rush 
,,,,,Danny Aiello,Clockwatchers 
,,,,,Alanna Ubach,The Virginity Hit 
,,,,,Matt Bennett,Subway 
,,,,,Christopher Lambert,House of D 
,,,,,Robin Williams,Teeth 
,,,,,Jess Weixler,Six-String Samurai 
,,,,,Jeffrey Falcon,Hum To Mohabbat Karega 
,,,,,Karisma Kapoor,It's All Gone Pete Tong 
,,,,,Paul Kaye,Saint John of Las Vegas 
,,,,,Peter Dinklage,24 7: Twenty Four Seven 
,,,,,Bob Hoskins,Stonewall 
,,,,,Jeremy Irvine,Eureka             
,,,,,Joe Morton,Roadside Romeo 
,,,,,Saif Ali Khan,This Thing of Ours 
,,,,,Vincent Pastore,The Lost Medallion: The Adventures of Billy Stone 
,,,,,Alex Kendrick,The Last Five Years 
,,,,,Anna Kendrick,The Missing Person 
,,,,,Merritt Wever,Return of the Living Dead III 
,,,,,Melinda Clarke,London 
,,,,,Jason Statham,Sherrybaby 
,,,,,Brad William Henke,Stealing Harvard 
,,,,,Martin Starr,Circle 
,,,,,Jordi Vilasuso,Eden Lake 
,,,,,Michael Fassbender,Plush 
,,,,,Frances Fisher,Vampire Killers 
,,,,,MyAnna Buring,Gangster's Paradise: Jerusalema 
,,,,,Rapulana Seiphemo,Freeze Frame 
,,,,,Colin Salmon,Grave Encounters 
,,,,,Mackenzie Gray,Stitches 
,,,,,Peter McQuinn,Nine Dead 
,,,,,Daniel Baldwin,"To Be Frank, Sinatra at 100 "
,,,,,Alice Cooper,Bananas 
,,,,,Woody Allen,Supercapitalist 
,,,,,Paul Sheehan,Rockaway 
,,,,,Nicholas Gonzalez,Wings             
,,,,,Steven Weber,The Lady from Shanghai 
,,,,,Rita Hayworth,No Man's Land: The Rise of Reeker 
,,,,,Mircea Monroe,Highway 
,,,,,Jake Gyllenhaal,Small Apartments 
,,,,,Noel Gugliemi,Coffee Town 
,,,,,Sunil Narkar,The Ghastly Love of Johnny X 
,,,,,Kate Maberly,All Is Bright 
,,,,,Sally Hawkins,The Torture Chamber of Dr. Sadism 
,,,,,Christopher Lee,Straight A's 
,,,,,Jon Mack,A Funny Thing Happened on the Way to the Forum 
,,,,,Buster Keaton,Slacker Uprising 
,,,,,Michael Moore,The Legend of Hell's Gate: An American Conspiracy 
,,,,,William McNamara,The Walking Deceased 
,,,,,Trenton Rostedt,The Curse of Downers Grove 
,,,,,Kevin Zegers,Shark Lake 
,,,,,Melissa Bolona,River's Edge 
,,,,,Keanu Reeves,Northfork 
,,,,,Peter Coyote,The Marine 4: Moving Target 
,,,,,Paul McGillion,Buried 
,,,,,Ryan Reynolds,Submarine 
,,,,,Craig Roberts,The Square 
,,,,,Khalid Abdalla,One to Another 
,,,,,Karl E. Landler,Carrie 
,,,,,Chloë Grace Moretz,ABCD (Any Body Can Dance) 
,,,,,Lauren Gottlieb,A Nightmare on Elm Street 
,,,,,Johnny Depp,Man on Wire 
,,,,,Paul McGill,Abandoned 
,,,,,Siobhan Marshall,Brotherly Love 
,,,,,Logan Browning,The Last Exorcism 
,,,,,Caleb Landry Jones,Nowhere Boy 
,,,,,Kristin Scott Thomas,A Streetcar Named Desire 
,,,,,Marlon Brando,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb 
,,,,,George C. Scott,El crimen del padre Amaro 
,,,,,Damián Alcázar,Beasts of the Southern Wild 
,,,,,Quvenzhané Wallis,Battle for the Planet of the Apes 
,,,,,Roddy McDowall,Songcatcher 
,,,,,Aidan Quinn,Higher Ground 
,,,,,Donna Murphy,Vaalu 
,,,,,Hansika Motwani,The Greatest Movie Ever Sold 
,,,,,Quentin Tarantino,Ed and His Dead Mother 
,,,,,Steve Buscemi,Travelers and Magicians 
,,,,,Tshewang Dendup,Hang 'Em High 
,,,,,Clint Eastwood,Deadline - U.S.A. 
,,,,,Humphrey Bogart,Sublime 
,,,,,George Newbern,A Beginner's Guide to Snuff 
,,,,,Kimberley Crossman,Independence Daysaster 
,,,,,Tom Everett Scott,Dysfunctional Friends 
,,,,,Christian Keyes,Run Lola Run 
,,,,,Moritz Bleibtreu,May 
,,,,,James Duval,Against the Wild 
,,,,,Natasha Henstridge,Living Dark: The Story of Ted the Caver 
,,,,,Matthew Alan,Under the Same Moon 
,,,,,America Ferrera,Conquest of the Planet of the Apes 
,,,,,Roddy McDowall,In the Bedroom 
,,,,,Tom Wilkinson,I Spit on Your Grave 
,,,,,Sarah Butler,"Happy, Texas "
,,,,,Ally Walker,My Summer of Love 
,,,,,Paddy Considine,The Lunchbox 
,,,,,Nawazuddin Siddiqui,Yes 
,,,,,Shirley Henderson,You Can't Take It with You 
,,,,,Jean Arthur,From Here to Eternity 
,,,,,Montgomery Clift,She Wore a Yellow Ribbon 
,,,,,Harry Carey Jr.,Grace Unplugged 
,,,,,Shawnee Smith,Foolish 
,,,,,Eddie Griffin,N-Secure 
,,,,,Essence Atkins,Caramel 
,,,,,Yasmine Al Massri,Out of the Dark 
,,,,,Stephen Rea,The Bubble 
,,,,,Ohad Knoller,The Conversation 
,,,,,Harrison Ford,Dil Jo Bhi Kahey... 
,,,,,Annabelle Wallis,Mississippi Mermaid 
,,,,,Catherine Deneuve,I Love Your Work 
,,,,,Judy Greer,Cabin Fever 
,,,,,Dustin Ingram,Dawn of the Dead 
,,,,,Ty Burrell,Waitress 
,,,,,Lew Temple,Bloodsport 
,,,,,Bolo Yeung,Mr. Smith Goes to Washington 
,,,,,Claude Rains,Kids 
,,,,,Rosario Dawson,The Squid and the Whale 
,,,,,William Baldwin,Kissing Jessica Stein 
,,,,,Scott Cohen,"A Woman, a Gun and a Noodle Shop "
,,,,,Honglei Sun,Kickboxer: Vengeance 
,,,,,Matthew Ziff,Spellbound 
,,,,,Norman Lloyd,Exotica 
,,,,,Bruce Greenwood,Buffalo '66 
,,,,,Anjelica Huston,Insidious 
,,,,,Lin Shaye,Repo Man 
,,,,,Del Zamora,Nine Queens 
,,,,,Ricardo Darín,The Gatekeepers 
,,,,,Ami Ayalon,The Ballad of Jack and Rose 
,,,,,Beau Bridges,The To Do List 
,,,,,Donald Glover,Killing Zoe 
,,,,,Eric Stoltz,The Believer 
,,,,,Ryan Gosling,Snow Angels 
,,,,,Michael Angarano,Unsullied 
,,,,,Ward G. Smith,Session 9 
,,,,,Paul Guilfoyle,I Want Someone to Eat Cheese With 
,,,,,Jessy Schram,Mooz-Lum 
,,,,,Dorian Missick,Hatchet 
,,,,,Joel David Moore,Modern Times 
,,,,,Paulette Goddard,Stolen Summer 
,,,,,Brian Dennehy,My Name Is Bruce 
,,,,,Ted Raimi,The Salon 
,,,,,Vivica A. Fox,Road Hard 
,,,,,Jay Mohr,Forty Shades of Blue 
,,,,,Rip Torn,Amigo 
